                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.1605,                0.64097,                0.97625,                 0.9043,                0.83595,                0.88322,                0.50949,                 1.3261,                0.62137,                 1.0756,               0.000802,               0.000802,               0.000802
                     38,                 1.1336,                 0.6326,                0.97155,                0.89153,                0.85604,                0.88933,                0.50354,                 1.2982,                0.63206,                 1.0779,              0.0007965,              0.0007965,              0.0007965
                     39,                 1.1295,                 0.6286,                 0.9672,                0.91667,                0.84968,                0.88947,                0.51259,                 1.2972,                0.60951,                 1.0778,               0.000791,               0.000791,               0.000791
                     40,                 1.1272,                0.63054,                0.96826,                0.87223,                0.86049,                0.88539,                0.52442,                 1.2848,                0.61567,                  1.068,              0.0007855,              0.0007855,              0.0007855
                     41,                 1.0925,                0.60256,                0.95363,                0.90587,                0.83785,                0.88292,                 0.5164,                 1.2584,                0.59356,                 1.0658,                0.00078,                0.00078,                0.00078
                     42,                 1.0951,                0.60601,                0.95956,                0.89894,                0.84763,                0.88708,                0.50407,                 1.3321,                0.60981,                  1.086,              0.0007745,              0.0007745,              0.0007745
                     43,                 1.0847,                0.59538,                0.95331,                0.91241,                0.80608,                0.89211,                0.51775,                 1.2653,                0.60846,                 1.0698,               0.000769,               0.000769,               0.000769
                     44,                 1.0808,                0.60037,                0.94917,                0.89951,                0.87636,                0.89909,                0.51441,                  1.311,                0.61454,                 1.0857,              0.0007635,              0.0007635,              0.0007635
                     45,                 1.0679,                0.59116,                0.94586,                0.92054,                0.83551,                0.89166,                0.53717,                 1.2551,                 0.6052,                 1.0671,               0.000758,               0.000758,               0.000758
                     46,                  1.059,                0.58309,                0.94322,                0.88261,                0.84208,                0.88939,                0.53888,                  1.247,                0.58813,                 1.0673,              0.0007525,              0.0007525,              0.0007525
                     47,                 1.0514,                0.57766,                0.93966,                0.90275,                0.84893,                0.89864,                0.53978,                 1.2267,                0.58316,                 1.0595,               0.000747,               0.000747,               0.000747
                     48,                 1.0531,                0.58134,                0.93761,                0.91376,                  0.868,                0.90954,                0.54379,                 1.2431,                0.57896,                 1.0581,              0.0007415,              0.0007415,              0.0007415
                     49,                 1.0362,                0.56771,                 0.9396,                0.90268,                0.83878,                0.89178,                0.53334,                 1.1938,                0.57769,                 1.0462,               0.000736,               0.000736,               0.000736
                     50,                 1.0366,                 0.5675,                0.93445,                0.92184,                0.84387,                0.89532,                0.52097,                 1.2352,                0.58512,                 1.0643,              0.0007305,              0.0007305,              0.0007305
                     51,                 1.0225,                0.56746,                0.93221,                0.92454,                0.83196,                0.90019,                0.52713,                 1.2245,                0.57376,                 1.0493,               0.000725,               0.000725,               0.000725
                     52,                 1.0146,                0.56207,                0.93062,                0.91804,                0.82592,                0.90004,                0.54773,                 1.1967,                0.56331,                 1.0414,              0.0007195,              0.0007195,              0.0007195
                     53,                 1.0093,                0.55654,                0.92772,                0.89641,                0.85688,                0.89774,                 0.5453,                 1.2165,                0.55688,                 1.0478,               0.000714,               0.000714,               0.000714
                     54,                 1.0051,                0.55256,                0.92698,                0.91884,                0.86047,                0.91144,                0.55928,                 1.1972,                0.54938,                 1.0411,              0.0007085,              0.0007085,              0.0007085
                     55,                0.99595,                0.54676,                0.92302,                0.90205,                0.86923,                0.90091,                0.55174,                 1.1861,                0.55144,                 1.0537,               0.000703,               0.000703,               0.000703
                     56,                0.97556,                0.54912,                 0.9218,                0.90156,                0.86283,                0.90305,                0.56117,                 1.1517,                 0.5429,                 1.0314,              0.0006975,              0.0006975,              0.0006975
                     57,                0.97809,                 0.5412,                0.91897,                0.92337,                0.86993,                0.91072,                 0.5537,                 1.1755,                0.54528,                 1.0389,               0.000692,               0.000692,               0.000692
                     58,                0.96648,                0.53168,                0.91459,                0.89999,                0.85727,                0.89919,                0.55302,                 1.1435,                 0.5369,                 1.0347,              0.0006865,              0.0006865,              0.0006865
                     59,                0.97761,                0.53539,                0.91943,                0.91812,                0.85473,                0.90257,                0.55907,                 1.1224,                 0.5468,                 1.0216,               0.000681,               0.000681,               0.000681
                     60,                0.96174,                0.53153,                 0.9118,                0.92169,                0.86746,                 0.9117,                0.55387,                 1.1589,                0.52796,                 1.0367,              0.0006755,              0.0006755,              0.0006755
                     61,                0.95497,                0.53225,                0.91807,                0.87162,                0.87262,                0.89298,                0.55281,                 1.1369,                 0.5396,                 1.0272,                0.00067,                0.00067,                0.00067
                     62,                0.94709,                0.52202,                0.91007,                 0.9209,                0.83849,                0.90471,                0.57031,                 1.1179,                0.52369,                  1.032,              0.0006645,              0.0006645,              0.0006645
                     63,                0.93411,                0.51066,                0.90401,                0.91854,                0.86332,                0.90895,                0.56576,                 1.1286,                0.53328,                 1.0304,               0.000659,               0.000659,               0.000659
                     64,                0.92648,                0.51158,                0.90493,                0.91352,                0.86889,                 0.9087,                0.56804,                 1.1011,                0.52471,                 1.0116,              0.0006535,              0.0006535,              0.0006535
                     65,                0.93461,                0.51952,                0.90605,                0.92755,                0.83132,                0.90409,                0.57151,                 1.0972,                0.51444,                 1.0126,               0.000648,               0.000648,               0.000648
                     66,                0.92494,                0.51379,                0.90444,                0.91416,                0.85131,                0.90796,                 0.5839,                 1.0895,                0.52098,                 1.0112,              0.0006425,              0.0006425,              0.0006425
                     67,                0.92147,                0.50759,                0.90432,                0.91774,                0.87417,                0.91039,                0.58129,                 1.0942,                0.51757,                 1.0146,               0.000637,               0.000637,               0.000637
                     68,                0.90746,                0.50049,                0.89461,                0.95709,                0.83844,                0.91017,                0.58012,                 1.1044,                0.51058,                 1.0256,              0.0006315,              0.0006315,              0.0006315
                     69,                0.90519,                0.49411,                0.89651,                0.88922,                0.88019,                0.90273,                 0.5824,                 1.0924,                0.51295,                 1.0039,               0.000626,               0.000626,               0.000626
                     70,                0.90432,                0.49732,                0.89799,                0.92654,                0.86437,                 0.9112,                0.59121,                  1.085,                0.50922,                 1.0006,              0.0006205,              0.0006205,              0.0006205
                     71,                 0.8957,                  0.495,                0.89688,                0.93365,                0.84234,                0.90792,                0.58949,                 1.0676,                0.50535,                0.99427,               0.000615,               0.000615,               0.000615
                     72,                0.89354,                0.49442,                0.89269,                0.90939,                0.87664,                0.91099,                0.58187,                 1.0921,                0.51904,                 1.0045,              0.0006095,              0.0006095,              0.0006095
                     73,                0.89103,                0.49422,                0.89433,                0.93814,                 0.8648,                0.92013,                0.58343,                 1.0575,                0.50116,                0.98955,               0.000604,               0.000604,               0.000604
                     74,                0.87047,                0.48391,                0.88666,                0.92861,                0.87355,                0.91278,                0.58092,                 1.0674,                0.49389,                0.99361,              0.0005985,              0.0005985,              0.0005985
                     75,                0.87122,                0.48753,                 0.8895,                0.93084,                0.85159,                0.91827,                0.58775,                 1.0626,                0.50229,                 1.0056,               0.000593,               0.000593,               0.000593
                     76,                 0.8697,                0.47709,                0.89184,                 0.9203,                0.87066,                 0.9068,                0.59434,                 1.0432,                0.49245,                0.99306,              0.0005875,              0.0005875,              0.0005875
                     77,                0.86274,                0.47998,                0.88914,                0.93416,                0.85502,                0.91408,                0.59299,                 1.0437,                 0.4932,                 1.0013,               0.000582,               0.000582,               0.000582
                     78,                0.85743,                 0.4727,                0.88362,                0.95071,                0.84743,                0.90872,                0.60357,                 1.0399,                0.48145,                0.99068,              0.0005765,              0.0005765,              0.0005765
                     79,                0.84438,                0.46982,                0.88264,                0.94895,                0.86668,                0.91776,                0.60604,                 1.0436,                0.48297,                0.99607,               0.000571,               0.000571,               0.000571
                     80,                 0.8487,                0.47366,                0.88553,                0.94282,                0.86423,                0.91527,                0.60546,                 1.0356,                0.47994,                0.99312,              0.0005655,              0.0005655,              0.0005655
                     81,                0.83907,                0.46882,                 0.8815,                0.92842,                0.87974,                0.91897,                 0.5942,                 1.0555,                0.47432,                 1.0034,                0.00056,                0.00056,                0.00056
                     82,                0.83337,                0.46716,                0.88079,                0.91903,                0.87433,                0.92072,                0.59989,                 1.0342,                0.48035,                0.98917,              0.0005545,              0.0005545,              0.0005545
                     83,                0.83705,                0.45856,                0.87659,                 0.8984,                  0.896,                0.92311,                0.61361,                 1.0293,                0.48113,                0.99129,               0.000549,               0.000549,               0.000549
                     84,                0.82755,                0.46109,                  0.878,                0.93428,                0.87663,                0.92299,                0.61428,                 1.0325,                0.48112,                0.99818,              0.0005435,              0.0005435,              0.0005435
                     85,                0.82215,                 0.4561,                0.87944,                0.93633,                0.87257,                0.92468,                0.61371,                 1.0172,                 0.4746,                0.98684,               0.000538,               0.000538,               0.000538
                     86,                0.82721,                 0.4593,                0.87999,                0.95485,                0.86393,                0.92244,                0.61282,                 1.0095,                 0.4768,                0.98569,              0.0005325,              0.0005325,              0.0005325
                     87,                0.80792,                0.45001,                0.87499,                0.95606,                0.86989,                0.92056,                0.60994,                 1.0142,                0.46792,                0.99614,               0.000527,               0.000527,               0.000527
                     88,                0.81523,                0.46046,                0.87377,                0.93528,                0.87025,                0.91977,                0.62049,                0.99614,                0.45894,                0.98152,              0.0005215,              0.0005215,              0.0005215
                     89,                0.81117,                0.45073,                0.87518,                0.94223,                0.87129,                0.91355,                0.61494,                0.99932,                0.46832,                0.98515,               0.000516,               0.000516,               0.000516
                     90,                 0.7936,                0.44248,                 0.8711,                0.93852,                0.86861,                0.91944,                0.62371,                 0.9842,                0.44867,                0.97281,              0.0005105,              0.0005105,              0.0005105
                     91,                0.80422,                0.44713,                0.87115,                0.95703,                0.87304,                0.92569,                0.62544,                0.96724,                0.46036,                0.96933,               0.000505,               0.000505,               0.000505
                     92,                 0.7816,                0.44034,                0.86443,                0.96798,                0.87417,                0.92465,                0.63863,                0.96795,                 0.4596,                0.97743,              0.0004995,              0.0004995,              0.0004995
                     93,                0.79247,                0.44075,                0.87016,                  0.961,                0.86891,                0.92739,                0.62972,                0.97274,                0.46478,                0.97793,               0.000494,               0.000494,               0.000494
                     94,                0.79338,                0.44364,                0.86803,                0.94008,                0.87472,                0.92485,                0.63902,                0.98828,                0.45493,                0.97782,              0.0004885,              0.0004885,              0.0004885
                     95,                0.78384,                0.43459,                0.86692,                0.94612,                0.87155,                0.91993,                0.63136,                0.96804,                0.45082,                0.97949,               0.000483,               0.000483,               0.000483
                     96,                0.77369,                0.43061,                 0.8688,                0.91849,                0.89323,                0.92193,                0.63343,                0.96888,                0.45301,                 0.9757,              0.0004775,              0.0004775,              0.0004775
                     97,                 0.7755,                0.43388,                0.86566,                0.92171,                 0.8931,                0.92203,                0.62881,                0.96427,                0.45629,                0.97099,               0.000472,               0.000472,               0.000472
                     98,                0.76971,                0.43101,                0.86427,                0.94941,                0.88641,                0.92562,                0.63612,                0.94685,                0.44365,                 0.9605,              0.0004665,              0.0004665,              0.0004665
                     99,                0.77444,                 0.4369,                0.86582,                0.93676,                0.85469,                0.92046,                0.62282,                0.96036,                0.45539,                0.97952,               0.000461,               0.000461,               0.000461
                    100,                0.75745,                0.42008,                0.86253,                0.95089,                0.89255,                0.92777,                0.63139,                0.95568,                0.44932,                  0.974,              0.0004555,              0.0004555,              0.0004555
                    101,                0.75386,                0.42247,                0.85944,                0.94177,                0.88318,                0.92526,                0.63617,                0.95249,                0.43953,                0.97375,                0.00045,                0.00045,                0.00045
                    102,                 0.7542,                0.42364,                0.86149,                0.94667,                0.87232,                0.92573,                0.64931,                  0.935,                0.43894,                0.96137,              0.0004445,              0.0004445,              0.0004445
                    103,                0.74862,                 0.4252,                0.86109,                0.91961,                0.89126,                0.92757,                0.64002,                0.93509,                0.43085,                0.96697,               0.000439,               0.000439,               0.000439
                    104,                0.74585,                0.41924,                0.85857,                0.93508,                0.88964,                0.93045,                0.64154,                0.94324,                0.43851,                0.96645,              0.0004335,              0.0004335,              0.0004335
                    105,                0.74199,                0.42047,                0.85766,                0.96373,                 0.8684,                0.93262,                0.64507,                0.92253,                0.42944,                0.95496,               0.000428,               0.000428,               0.000428
                    106,                0.73773,                0.41521,                 0.8574,                0.95815,                0.86833,                0.92593,                0.64683,                0.93771,                0.44591,                0.96967,              0.0004225,              0.0004225,              0.0004225
                    107,                0.72873,                0.41038,                0.85424,                0.94012,                0.87875,                0.92577,                 0.6449,                0.93125,                0.44838,                0.97029,               0.000417,               0.000417,               0.000417
                    108,                0.73328,                0.41143,                  0.854,                0.96878,                0.86829,                 0.9272,                0.64181,                0.92986,                0.43917,                0.96581,              0.0004115,              0.0004115,              0.0004115
                    109,                0.73002,                0.41044,                0.85532,                0.95549,                0.86672,                 0.9269,                0.64651,                0.92083,                 0.4301,                0.96474,               0.000406,               0.000406,               0.000406
                    110,                0.72233,                0.40502,                0.85233,                0.96209,                0.88307,                0.92577,                0.64672,                0.92093,                0.42372,                0.97478,              0.0004005,              0.0004005,              0.0004005
                    111,                0.71905,                0.40594,                0.85358,                0.96234,                0.87499,                0.92599,                 0.6484,                0.92109,                0.43468,                0.97021,               0.000395,               0.000395,               0.000395
                    112,                 0.7161,                0.39991,                0.84895,                0.95158,                0.86994,                0.92228,                0.64134,                0.90898,                0.42327,                0.97229,              0.0003895,              0.0003895,              0.0003895
                    113,                0.71367,                 0.4041,                0.85258,                0.96376,                0.86083,                0.92132,                 0.6438,                0.90424,                0.42726,                0.95994,               0.000384,               0.000384,               0.000384
                    114,                0.71642,                0.40089,                0.85028,                0.95764,                0.88483,                0.92622,                0.64377,                0.91078,                0.43455,                0.96923,              0.0003785,              0.0003785,              0.0003785
                    115,                0.70528,                0.39742,                0.85071,                0.96705,                0.88229,                0.92864,                0.65751,                0.88726,                0.42644,                0.95614,               0.000373,               0.000373,               0.000373
                    116,                0.70688,                0.39574,                0.85117,                0.96771,                0.87123,                0.92558,                0.66116,                0.89188,                0.41896,                0.95563,              0.0003675,              0.0003675,              0.0003675
                    117,                0.70402,                0.39772,                0.85187,                0.95915,                0.87997,                0.92543,                0.66101,                 0.8977,                 0.4214,                0.95542,               0.000362,               0.000362,               0.000362
                    118,                0.70918,                0.39798,                 0.8497,                0.95301,                0.87334,                 0.9223,                 0.6529,                0.89925,                0.42207,                0.95239,              0.0003565,              0.0003565,              0.0003565
                    119,                 0.6996,                0.39646,                0.84928,                0.95936,                0.86789,                0.92525,                0.66131,                0.87706,                0.41474,                0.95108,               0.000351,               0.000351,               0.000351
                    120,                0.69024,                0.38811,                0.84483,                 0.9527,                0.86027,                0.92075,                 0.6623,                0.87022,                0.41306,                0.94538,              0.0003455,              0.0003455,              0.0003455
                    121,                0.69175,                0.39113,                0.84903,                0.95897,                0.87134,                0.92242,                0.66425,                0.87364,                0.40911,                0.95033,                0.00034,                0.00034,                0.00034
                    122,                0.68499,                0.39261,                0.84779,                0.96473,                0.86148,                0.91566,                0.64948,                0.87581,                0.41654,                0.95514,              0.0003345,              0.0003345,              0.0003345
                    123,                0.68599,                  0.388,                0.84947,                0.93926,                0.89067,                0.92319,                0.66457,                0.86875,                0.41712,                0.95252,               0.000329,               0.000329,               0.000329
                    124,                0.69263,                0.39077,                0.84786,                0.97276,                0.87015,                0.93236,                0.67159,                0.86148,                0.40786,                0.95136,              0.0003235,              0.0003235,              0.0003235
                    125,                0.68711,                0.38606,                 0.8451,                0.95696,                0.87728,                 0.9266,                0.66752,                0.87004,                0.40951,                0.94606,               0.000318,               0.000318,               0.000318
                    126,                0.67965,                0.38674,                0.84556,                0.96422,                0.87466,                0.92488,                0.66434,                0.87778,                0.41155,                0.95322,              0.0003125,              0.0003125,              0.0003125
                    127,                0.67265,                0.38165,                0.84247,                0.95823,                0.88769,                0.92692,                0.66234,                0.87857,                0.41468,                0.95901,               0.000307,               0.000307,               0.000307
                    128,                0.66905,                0.37672,                0.84494,                0.96206,                0.87856,                0.93051,                0.66526,                0.87242,                0.40871,                0.95246,              0.0003015,              0.0003015,              0.0003015
                    129,                0.66834,                0.37966,                0.84198,                0.96621,                0.87287,                0.92608,                  0.671,                0.86556,                0.41138,                0.94631,               0.000296,               0.000296,               0.000296
                    130,                0.66409,                0.38085,                0.84117,                0.96477,                0.87514,                0.92426,                0.67403,                0.86209,                0.41205,                0.94314,              0.0002905,              0.0002905,              0.0002905
                    131,                0.65901,                0.37595,                0.83882,                0.95377,                0.87249,                0.92526,                 0.6673,                0.85557,                0.40455,                0.94326,               0.000285,               0.000285,               0.000285
                    132,                0.66079,                0.37893,                0.84183,                0.96672,                0.88005,                0.93064,                0.67945,                0.85116,                0.39827,                0.93887,              0.0002795,              0.0002795,              0.0002795
                    133,                0.65252,                0.37379,                0.83904,                0.96857,                0.87765,                0.93195,                0.67733,                0.85447,                0.39347,                0.93929,               0.000274,               0.000274,               0.000274
                    134,                0.64314,                0.36949,                0.83782,                0.96499,                0.87486,                0.93414,                0.67624,                 0.8554,                0.39565,                0.94309,              0.0002685,              0.0002685,              0.0002685
                    135,                0.65288,                0.37066,                0.83813,                0.95331,                0.89497,                0.93156,                0.67653,                0.83894,                0.39719,                0.94134,               0.000263,               0.000263,               0.000263
                    136,                0.64787,                 0.3714,                0.83981,                0.95322,                0.89025,                0.93323,                0.68497,                0.83421,                 0.3949,                0.94038,              0.0002575,              0.0002575,              0.0002575
                    137,                0.64669,                0.36839,                0.83834,                0.97383,                0.88087,                0.93468,                0.68028,                0.83432,                0.39383,                0.93915,               0.000252,               0.000252,               0.000252
                    138,                   0.64,                0.36399,                0.83698,                0.95784,                0.89987,                0.93314,                0.68664,                0.82918,                  0.392,                0.93474,              0.0002465,              0.0002465,              0.0002465
                    139,                0.63981,                0.36554,                0.83618,                0.96815,                0.88473,                 0.9348,                0.68408,                0.82215,                0.39384,                0.93141,               0.000241,               0.000241,               0.000241
                    140,                0.63756,                0.36404,                 0.8367,                0.96508,                0.88496,                0.93215,                0.68132,                0.81684,                 0.3871,                0.93356,              0.0002355,              0.0002355,              0.0002355
                    141,                0.63555,                0.36426,                0.83583,                0.96494,                 0.8848,                0.93301,                0.68835,                0.83043,                0.39835,                 0.9388,                0.00023,                0.00023,                0.00023
                    142,                0.62845,                0.36101,                0.83355,                0.96368,                0.89128,                0.93275,                0.67835,                0.82456,                0.39259,                0.93854,              0.0002245,              0.0002245,              0.0002245
                    143,                0.62983,                 0.3589,                0.83329,                0.97416,                0.87728,                 0.9325,                0.68699,                0.81148,                0.38502,                0.93706,               0.000219,               0.000219,               0.000219
                    144,                0.62284,                0.35885,                0.83477,                0.96193,                0.89257,                0.93345,                0.68611,                0.81755,                0.38627,                0.93272,              0.0002135,              0.0002135,              0.0002135
                    145,                0.62598,                0.35951,                0.83419,                0.95192,                0.89474,                0.93298,                0.68907,                0.82188,                0.38384,                 0.9352,               0.000208,               0.000208,               0.000208
                    146,                0.61648,                0.35685,                0.82963,                 0.9726,                0.88292,                0.93298,                0.68977,                0.81116,                0.38296,                0.93211,              0.0002025,              0.0002025,              0.0002025
                    147,                0.61796,                0.35262,                0.83287,                0.97029,                0.88387,                0.93428,                0.68848,                0.80885,                0.38148,                0.92964,               0.000197,               0.000197,               0.000197
                    148,                0.61719,                0.35451,                0.83143,                0.95967,                0.89037,                0.93157,                0.68528,                0.80727,                0.38135,                0.93471,              0.0001915,              0.0001915,              0.0001915
                    149,                 0.6148,                0.35372,                0.83259,                0.96554,                0.88604,                0.93248,                0.69658,                0.80343,                0.38355,                0.92943,               0.000186,               0.000186,               0.000186
                    150,                0.60594,                0.34786,                0.82841,                0.96626,                 0.8888,                0.93324,                0.69363,                0.80795,                0.38423,                 0.9349,              0.0001805,              0.0001805,              0.0001805
                    151,                0.60594,                0.34852,                0.82929,                 0.9632,                0.88881,                0.93429,                0.68957,                0.80488,                0.37831,                0.93559,               0.000175,               0.000175,               0.000175
                    152,                0.60372,                0.34699,                0.83194,                 0.9599,                0.89461,                0.93367,                0.68959,                0.80342,                0.37762,                0.93191,              0.0001695,              0.0001695,              0.0001695
                    153,                0.60107,                0.34789,                0.83099,                 0.9693,                 0.8861,                0.93444,                0.69184,                0.79876,                0.38598,                0.92833,               0.000164,               0.000164,               0.000164
                    154,                0.59637,                 0.3421,                0.83034,                0.96596,                0.89287,                0.93469,                0.68812,                0.80184,                0.37904,                0.93212,              0.0001585,              0.0001585,              0.0001585
                    155,                0.59259,                0.34318,                 0.8291,                0.96065,                0.89585,                0.93475,                0.69563,                0.79598,                0.37652,                0.93047,               0.000153,               0.000153,               0.000153
                    156,                0.60045,                 0.3468,                0.83076,                0.96385,                0.89881,                0.93654,                0.69672,                0.79787,                0.37626,                0.92925,              0.0001475,              0.0001475,              0.0001475
                    157,                0.59054,                0.34252,                0.82764,                0.96737,                0.89747,                0.93796,                 0.6964,                0.79704,                0.37784,                0.93041,               0.000142,               0.000142,               0.000142
                    158,                0.58829,                0.34065,                0.83103,                 0.9594,                0.89653,                0.93392,                0.69517,                 0.7959,                0.37692,                0.92838,              0.0001365,              0.0001365,              0.0001365
                    159,                0.58349,                0.33851,                0.82507,                0.96151,                0.89076,                0.93296,                0.69534,                0.79069,                0.37511,                0.92599,               0.000131,               0.000131,               0.000131
                    160,                0.58064,                0.33833,                0.82577,                0.95852,                0.89663,                0.93582,                0.69859,                0.79058,                0.37443,                0.92649,              0.0001255,              0.0001255,              0.0001255
